stop_name,district,total_boardings,total_alightings,total_users,route_count,boardings_per_route,commute_boardings,evening_boardings,commute_focus_pct,evening_focus_pct,peak_hour,boarding_alighting_gap,imbalance_index,stop_type,latitude,longitude
계명대학교동문건너2,달서구,2612268,643597,3255865,13,200943.6923076923,3002,10812,9.714895958059609,34.98915892689557,17시,1968671,0.6046537556071889,퇴근형,35.85421833,128.4922333
진천역(2번출구),달서구,2603377,1828634,4432011,10,260337.7,7034,10827,18.478917640877444,28.443451990017078,18시,774743,0.1748061997138545,퇴근형,35.81348,128.5210867
평화시장(닭똥집골목)앞,동구,2594903,724097,3319000,12,216241.91666666666,4611,6421,15.349533954727029,21.374833555259652,17시,1870806,0.5636655619162398,생활형,35.88277447,128.6214066
복현오거리1,북구,2568147,492240,3060387,9,285349.6666666667,5701,8480,18.549489165094034,27.591592373267392,17시,2075907,0.6783151934706297,퇴근형,35.897,128.6156167
신매광장앞,수성구,2547417,525734,3073151,11,231583.36363636365,2905,8813,9.899134464662987,30.031350098820965,18시,2021683,0.6578534539955896,퇴근형,35.84012272,128.7070134
대구과학대학교2,북구,2535400,259506,2794906,8,316925.0,5172,6311,19.269028724712197,23.5125367907306,17시,2275894,0.8143007314020578,생활형,35.93026738,128.547891
두류역(달성고등학교앞),서구,2431713,765224,3196937,9,270190.3333333333,3492,8303,12.337042925278219,29.334039922275217,16시,1666489,0.5212767721103043,퇴근형,35.85710368,128.5547495
곽병원건너,중구,2425323,1570680,3996003,11,220483.9090909091,2268,9958,8.229616459232918,36.13338655248739,18시,854643,0.21387446405821017,퇴근형,35.87029167,128.58967
만촌육교1,수성구,2417806,359605,2777411,8,302225.75,4191,9301,14.377358490566039,31.9073756432247,18시,2058201,0.7410502082694999,퇴근형,35.8580188,128.6446176
불로전통시장건너,동구,2406568,239408,2645976,7,343795.4285714286,6262,5069,22.808231651793847,18.462939355308684,9시,2167160,0.8190399308232577,생활형,35.91059817,128.6408969
서구청앞,서구,2367595,606885,2974480,8,295949.375,6146,8132,19.390459363957596,25.656234225138817,18시,1760710,0.5919387590435975,퇴근형,35.8712853,128.5589189
2차서한화성타운건너,달서구,2260588,188076,2448664,8,282573.5,7930,4136,31.84994778697084,16.611776046268776,8시,2072512,0.8463848041217579,출근형,35.85864168,128.5277578
그랜드호텔앞,수성구,2212827,547959,2760786,10,221282.7,3917,8638,14.133140898430451,31.167237957784593,18시,1664868,0.6030413078014739,퇴근형,35.85719333,128.6255867
용산네거리2,달서구,2204587,477652,2682239,7,314941.0,2624,9584,9.882494727327508,36.095209400421815,18시,1726935,0.6438408359583169,퇴근형,35.84960833,128.531635
칠성시장앞1,북구,2174253,647747,2822000,11,197659.36363636365,5234,5199,18.507779349363506,18.38401697312588,12시,1526506,0.5409305457122608,생활형,35.87463208,128.6053516
대구은행북비산지점앞,서구,2156722,442411,2599133,8,269590.25,6065,5086,23.486814080470896,19.695620183557295,8시,1714311,0.6595703259509998,생활형,35.87814003,128.5711729
화원초등학교건너,달성군,2138299,231565,2369864,8,267287.375,3726,6739,14.04183154324477,25.396645939325417,16시,1906734,0.8045752836449687,퇴근형,35.8038677,128.4991833
영진고등학교앞,북구,2133167,979925,3113092,9,237018.55555555556,4184,6734,16.43555799976431,26.452449228110147,16시,1153242,0.3704490583638389,퇴근형,35.89290667,128.6213383
대실역(2번출구),달성군,2122689,100324,2223013,7,303241.28571428574,4302,6559,18.591184096802074,28.34485738980121,18시,2022365,0.9097405188363721,퇴근형,35.857975,128.4646267
성서주공2단지앞,달서구,2103900,218843,2322743,9,233766.66666666666,5714,4436,25.016417845103106,19.42121623396524,7시,1885057,0.8115650332387182,출근형,35.85545833,128.4990333
코스트코홀세일앞/복현화성타운건너,북구,2095295,143245,2238540,8,261911.875,5035,5238,21.6001716001716,22.47104247104247,16시,1952050,0.8720192625550582,생활형,35.90597268,128.6186407
복현우체국건너,북구,2094666,322064,2416730,8,261833.25,5227,5848,21.811884493406776,24.403271574027706,8시,1772602,0.7334712607531665,생활형,35.89648533,128.6135663
영남고등학교앞,달서구,2045665,295273,2340938,9,227296.11111111112,3689,7595,14.375901172986245,29.597443591442268,18시,1750392,0.7477310377293205,퇴근형,35.82121833,128.5351817
도시철도담티역(1번출구),수성구,2003531,424197,2427728,15,133568.73333333334,3675,4715,16.64779161947905,21.359003397508495,16시,1579334,0.6505399286905288,생활형,35.85505008,128.6538405
강남약국앞1,동구,2002739,575708,2578447,10,200273.9,6001,5357,24.22199798183653,21.622603430877902,8시,1427031,0.5534459308258033,생활형,35.87932058,128.610407
