년월,정류소명,정류소ID,구분,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,합계
2024-06-30,가천동앞,7061028900,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-06-30,가태리마을회관건너,7111064200,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2024-06-30,가태리마을회관앞,7111064100,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,가호1리 마을회관,7361000164,승차,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2024-06-30,각산비나리공원건너,7011059300,승차,0,0,1,3,2,2,2,1,2,3,4,4,1,5,4,3,4,2,1,47
2024-06-30,각산비나리공원건너,7011059300,하차,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,10
2024-06-30,각산비나리공원앞,7011059200,승차,2,4,9,3,5,5,5,4,3,2,4,3,3,4,0,2,4,3,0,65
2024-06-30,각산비나리공원앞,7011059200,하차,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,9
2024-06-30,각산역(1번출구),7011038100,승차,1,2,7,7,5,6,5,7,6,7,7,8,8,11,6,6,7,5,0,110
2024-06-30,각산역(1번출구),7011038100,하차,1,2,4,6,4,3,3,5,3,4,2,3,2,2,2,2,1,1,0,51
2024-06-30,각산역(2번출구),7011038000,승차,1,1,2,4,2,2,3,2,2,2,2,3,4,4,4,3,3,7,1,51
2024-06-30,각산역(2번출구),7011038000,하차,0,1,2,7,3,3,4,4,4,4,5,6,5,5,4,4,4,3,1,68
2024-06-30,각산태영데시앙건너,7011018000,승차,5,5,23,19,13,12,10,12,9,11,10,11,14,12,9,6,7,5,2,193
2024-06-30,각산태영데시앙건너,7011018000,하차,1,3,4,8,4,6,5,6,6,7,7,8,11,11,9,6,6,5,2,115
2024-06-30,각산푸르지오,7011051800,승차,2,0,14,8,6,8,5,6,5,6,7,11,5,10,5,4,5,2,1,111
2024-06-30,각산푸르지오,7011051800,하차,0,1,2,5,3,3,3,2,5,4,4,5,2,6,4,2,4,2,1,59
2024-06-30,갈실마을회관종점,7111028400,승차,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8
2024-06-30,감문1리1,7111015600,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,감문1리2,7111015700,승차,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
2024-06-30,감문1리4,7111044400,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,감문리(삼실)건너,7111078500,승차,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2024-06-30,감문리(삼실)앞,7111015100,하차,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2024-06-30,감삼네거리1,7031004100,승차,4,6,7,10,9,12,13,20,18,20,25,43,28,37,22,22,24,26,6,352
2024-06-30,감삼네거리1,7031004100,하차,0,4,5,9,11,12,12,14,13,15,16,16,12,14,8,5,4,3,1,175
2024-06-30,감삼역(3번출구),7041024200,승차,12,29,52,81,56,60,66,76,71,71,79,102,94,92,57,62,51,33,2,1145
2024-06-30,감삼역(3번출구),7041024200,하차,3,10,26,44,42,32,34,38,33,29,33,40,38,35,21,14,11,11,1,496
2024-06-30,감삼초등학교건너,7041010600,승차,4,4,12,21,12,12,13,16,8,12,15,48,20,20,9,5,4,11,0,246
2024-06-30,감삼초등학교건너,7041010600,하차,0,1,4,3,2,2,3,2,3,2,3,5,3,5,2,2,2,2,0,48
2024-06-30,감삼초등학교앞,7041010700,승차,2,6,8,12,11,9,10,12,8,10,10,39,20,30,12,6,7,12,0,224
2024-06-30,감삼초등학교앞,7041010700,하차,0,1,2,3,4,2,2,2,3,3,3,3,5,5,5,3,3,3,1,54
2024-06-30,갓골건너,7011033900,승차,0,0,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,9
2024-06-30,갓골앞,7011034000,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-06-30,갓바위,7011036000,승차,1,2,6,17,19,22,27,44,41,48,48,42,27,22,9,4,1,2,0,381
2024-06-30,갓바위,7011036000,하차,0,1,2,3,6,5,7,4,4,2,2,2,1,1,0,0,0,0,0,41
2024-06-30,강남약국건너,7021025000,승차,22,48,136,132,99,101,98,102,96,79,83,105,112,110,53,45,36,29,3,1489
2024-06-30,강남약국건너,7021025000,하차,2,11,22,31,22,19,23,20,22,23,20,25,27,26,13,11,8,5,1,332
2024-06-30,강남약국앞1,7011008900,승차,9,29,86,94,72,66,72,67,61,58,64,70,72,69,45,33,31,25,6,1029
2024-06-30,강남약국앞1,7011008900,하차,0,2,6,18,16,14,15,16,18,20,25,26,29,31,21,14,15,14,3,305
2024-06-30,강남약국앞2,7011009000,승차,6,6,25,24,17,22,17,19,16,16,17,16,22,22,14,12,10,5,1,288
2024-06-30,강남약국앞2,7011009000,하차,0,0,2,5,3,2,1,3,2,3,3,2,4,4,1,2,2,0,0,40
2024-06-30,강동중·고등학교,7011032400,하차,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2024-06-30,강동중·고등학교건너,7011032500,승차,0,1,13,4,3,3,2,2,1,1,8,15,3,3,1,1,1,0,0,62
2024-06-30,강동초교건너,7011062800,승차,0,2,4,4,3,1,3,3,2,1,4,7,2,1,2,1,0,0,0,40
2024-06-30,강동초교앞,7011063000,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2024-06-30,강변동서마을건너,7011028500,승차,2,4,17,10,9,10,10,14,17,9,11,15,12,10,6,7,6,3,0,172
2024-06-30,강변동서마을건너,7011028500,하차,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,10
2024-06-30,강변동서마을앞,7011014500,승차,1,2,6,4,4,6,6,8,9,8,9,8,7,8,8,6,5,3,1,111
2024-06-30,강변동서마을앞,7011014500,하차,0,1,3,4,2,3,4,4,4,3,4,5,4,5,4,3,3,3,1,59
2024-06-30,강북경찰서건너,7021038600,승차,0,3,5,7,6,3,4,4,5,4,4,3,3,4,2,2,2,2,0,63
2024-06-30,강북경찰서건너,7021038600,하차,1,3,6,8,6,5,5,5,6,6,6,7,8,7,5,3,3,4,1,96
2024-06-30,강북경찰서앞,7021038700,승차,5,7,19,20,18,14,14,15,14,14,19,21,22,20,16,16,13,11,0,279
2024-06-30,강북경찰서앞,7021038700,하차,0,1,1,2,2,2,3,2,1,2,3,3,3,2,2,1,1,1,0,31
2024-06-30,강북소방서건너,7021032500,승차,0,3,6,6,2,4,4,4,3,2,3,3,3,2,2,1,2,1,0,52
2024-06-30,강북소방서건너,7021032500,하차,0,1,1,2,2,1,2,3,3,4,4,4,6,4,4,3,3,3,1,52
2024-06-30,강북소방서앞,7021048800,승차,4,18,57,48,29,27,25,26,24,20,24,30,28,24,16,11,10,6,0,425
2024-06-30,강북소방서앞,7021048800,하차,0,1,4,4,3,3,3,3,3,4,4,7,4,2,2,2,1,2,1,53
2024-06-30,강북중학교건너,7021043200,승차,0,1,2,4,2,2,1,1,1,1,4,4,2,1,1,0,0,0,0,27
2024-06-30,강북중학교건너,7021043200,하차,0,0,3,4,2,2,3,3,2,3,4,4,5,3,2,1,2,2,0,46
2024-06-30,강북중학교앞,7021047000,승차,5,8,23,14,13,12,9,9,12,11,14,10,9,9,5,3,3,1,0,170
2024-06-30,강북중학교앞,7021047000,하차,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
2024-06-30,강산아파트건너,7011012300,승차,5,10,18,19,13,10,7,9,13,8,8,8,9,10,6,4,3,3,0,162
2024-06-30,강산아파트건너,7011012300,하차,5,12,22,31,25,19,18,19,19,18,18,20,21,24,12,10,10,10,1,313
2024-06-30,강산아파트앞,7011012400,승차,2,6,23,28,24,21,17,18,16,16,14,12,14,13,8,6,5,6,0,249
2024-06-30,강산아파트앞,7011012400,하차,0,5,16,15,9,8,7,8,9,9,10,10,9,13,7,6,5,4,0,151
2024-06-30,강서소방서건너,7111009800,승차,0,0,2,1,2,2,2,1,1,1,1,1,1,1,1,1,0,1,0,16
2024-06-30,강서소방서건너,7111009800,하차,0,2,8,9,12,9,9,10,9,10,13,15,17,14,9,6,4,5,2,164
2024-06-30,강서소방서앞,7111050900,승차,1,4,16,17,10,7,6,5,5,5,8,12,10,10,7,6,6,4,0,138
2024-06-30,강정(종점),7111032900,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-06-30,강정(종점),7111032900,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,강정보(디아크문화관)입구,7111049900,승차,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,5
2024-06-30,강창교1(성서방향),7111009900,승차,1,3,10,11,8,6,4,4,4,5,4,8,6,7,5,3,5,2,0,95
2024-06-30,강창교1(성서방향),7111009900,하차,0,0,0,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,13
2024-06-30,강창교2(다사방향),7111062100,승차,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,9
2024-06-30,강창교2(다사방향),7111062100,하차,0,1,1,2,1,1,1,1,2,2,2,2,3,3,2,2,1,1,0,29
2024-06-30,강창역(1번출구),7041032500,승차,0,2,4,4,10,10,9,6,8,10,13,13,17,15,9,8,7,6,2,155
2024-06-30,강창역(1번출구),7041032500,하차,0,2,4,4,3,3,3,3,5,4,7,7,7,9,5,5,6,4,1,83
2024-06-30,강창역(2번출구),7041037700,승차,3,20,68,51,41,39,40,40,32,42,44,45,64,51,34,27,19,14,0,672
2024-06-30,강창역(2번출구),7041037700,하차,0,1,1,2,2,2,2,2,2,3,2,3,2,4,2,2,2,1,0,33
2024-06-30,강창하이츠,7111019400,승차,2,15,45,33,22,20,17,15,14,12,13,14,19,17,8,7,6,1,0,278
2024-06-30,강창하이츠,7111019400,하차,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,10
2024-06-30,거동교1,7021032100,승차,0,4,14,8,9,8,9,10,9,8,9,13,10,8,5,4,3,2,0,134
2024-06-30,거동교1,7021032100,하차,0,0,1,2,3,5,4,5,4,4,4,5,6,5,3,2,2,2,0,57
2024-06-30,거동교2,7021032200,승차,0,3,9,7,6,5,5,8,5,4,6,9,5,5,5,3,2,1,0,88
2024-06-30,거동교2,7021032200,하차,0,1,1,2,3,2,2,2,2,3,4,5,3,4,2,1,2,1,0,41
2024-06-30,거매리,7361000259,승차,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,7
2024-06-30,거매리,7361000258,승차,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-06-30,거매리,7361000258,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-06-30,거매리 로타리,7361000640,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,건들바위건너,7001008100,승차,0,2,4,4,3,2,3,3,2,3,2,3,3,3,2,1,1,1,0,42
2024-06-30,건들바위건너,7001008100,하차,0,0,4,3,2,2,2,2,2,1,2,2,1,2,1,0,0,0,0,29
2024-06-30,건들바위앞,7001008200,승차,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,13
2024-06-30,건들바위앞,7001008200,하차,0,1,0,2,1,1,1,2,1,2,2,1,3,2,2,1,1,1,0,25
2024-06-30,건영아파트건너,7021026400,승차,4,12,15,18,13,6,9,11,10,8,9,7,7,7,6,5,6,3,0,156
2024-06-30,건영아파트건너,7021026400,하차,3,6,17,10,8,8,8,8,10,8,10,10,15,15,8,5,5,4,0,161
2024-06-30,건영캐스빌건너,7111047500,승차,5,14,31,18,17,12,11,14,10,11,10,15,12,12,11,5,11,2,0,221
2024-06-30,건영캐스빌건너,7111047500,하차,0,4,4,4,4,2,3,4,3,3,3,4,3,5,3,2,3,2,0,54
2024-06-30,건영캐스빌앞,7111010300,승차,2,6,17,13,11,8,9,13,13,16,22,37,12,12,6,4,3,2,0,207
