년월,정류소명,승차,하차
2023-01-01,경신고등학교건너,45414,6411
2023-01-01,경신고등학교앞,40574,8714
2023-01-01,경운대종점,10,11
2023-01-01,경운대학입구,154,0
2023-01-01,경운초등학교건너,1386,962
2023-01-01,경운초등학교앞,2790,1308
2023-01-01,경원고등학교건너,528,148
2023-01-01,경원고등학교앞,248,88
2023-01-01,경일·호산대학교(대구방향),3656,265
2023-01-01,경일대정문,1291,145
2023-01-01,경일대정문 건너,58,313
2023-01-01,경일대종점,107,3
2023-01-01,경일대종점 건너,3446,551
2023-01-01,경일여자고등학교건너,13509,1710
2023-01-01,경일여자고등학교앞,2651,2374
2023-01-01,경주최씨종가(종점),312,19
2023-01-01,경주최씨종가1,1,0
2023-01-01,경주최씨종가2,3,2
2023-01-01,경진초등학교앞,9729,973
2023-01-01,경창산업,1271,306
2023-01-01,경희강재건너,583,681
2023-01-01,경희강재앞,1564,195
2023-01-01,계당리(금호경계),137,24
2023-01-01,계당초교입구,321,12
2023-01-01,계당초교입구건너,19,30
2023-01-01,계명대대명캠퍼스후문건너,2959,861
2023-01-01,계명대역(1번출구),865,1799
2023-01-01,계명대역(2번출구),3078,3921
2023-01-01,계명대역(3번출구),9904,1536
2023-01-01,계명대역(4번출구),2691,3663
2023-01-01,계명대학교 대구동산병원앞1,12710,2797
2023-01-01,계명대학교 대구동산병원앞2,5112,4648
2023-01-01,계명대학교대명캠퍼스건너,8502,4064
2023-01-01,계명대학교대명캠퍼스앞,9152,6045
2023-01-01,계명대학교대명캠퍼스후문앞,2268,1122
2023-01-01,계명대학교동문건너1,8629,1133
2023-01-01,계명대학교동문건너2,26144,7193
2023-01-01,계명대학교동문앞,12910,7056
2023-01-01,계명대학교동산병원건너,8675,536
2023-01-01,계명대학교동산병원앞,1885,2453
2023-01-01,계명대학교정문건너,10728,1132
2023-01-01,계명대학교정문앞,2002,3194
2023-01-01,계명문화대학건너,7707,1576
2023-01-01,계명문화대학앞,6116,18826
2023-01-01,계양네거리(자인방향),73,210
2023-01-01,계양주공아파트 건너,1934,27
2023-01-01,계양주공아파트 앞,49,249
2023-01-01,고래들공원건너,675,72
2023-01-01,고래들공원앞,156,105
2023-01-01,고령축산물공판장,19,0
2023-01-01,고령축산물공판장(건너),1,0
2023-01-01,고모동입구,5734,3725
2023-01-01,고모역건너,222,95
2023-01-01,고모역앞,11,11
2023-01-01,고봉리,139,3
2023-01-01,고봉리2,92,5
2023-01-01,고산2동행정복지센터건너,8236,3675
2023-01-01,고산2동행정복지센터앞,12852,846
2023-01-01,고산골입구,3259,732
2023-01-01,고산농협창고건너,1104,241
2023-01-01,고산농협창고앞,484,3555
2023-01-01,고산도서관,13964,5148
2023-01-01,고산역화성파크드림건너,11734,2990
2023-01-01,고산역화성파크드림앞,10029,3580
2023-01-01,고산정수사업소건너,2027,374
2023-01-01,고성아파트(서편),4048,3351
2023-01-01,고성아파트건너,764,18
2023-01-01,고성아파트건너(서편),1873,1929
2023-01-01,고성아파트앞,41,185
2023-01-01,고성지구대1,641,755
2023-01-01,고성지구대2,1585,1662
2023-01-01,골안골,2,44
2023-01-01,골안골지하보도앞,21,556
2023-01-01,공고네거리1,17920,10267
2023-01-01,공고네거리2,7431,2929
2023-01-01,공군기지관사입구,1,54
2023-01-01,공단앞,2,3
2023-01-01,공단앞(공판장방면),19,0
2023-01-01,공단역1,10171,5910
2023-01-01,공단역2,14839,6006
2023-01-01,공단하수처리장건너,31,676
2023-01-01,공단하수처리장앞,113,75
2023-01-01,공산댐건너,1095,62
2023-01-01,공산댐앞,7,66
2023-01-01,공산동행정복지센터건너,647,735
2023-01-01,공산동행정복지센터앞,3411,102
2023-01-01,공산초등학교건너,140,123
2023-01-01,공산초등학교앞,1708,69
2023-01-01,공산파출소,6,112
2023-01-01,공작한양아파트건너,3,58
2023-01-01,공작한양아파트앞,268,11
2023-01-01,공항시장건너,7824,734
2023-01-01,공항시장앞,2392,2809
2023-01-01,과학마을청아람앞,5588,191
2023-01-01,곽병원건너,31328,20668
2023-01-01,곽병원앞1,16615,6887
2023-01-01,곽병원앞2,8260,2730
2023-01-01,관리공단,231,168
2023-01-01,관문동행정복지센터 금호분소 건너,119,52
2023-01-01,관문동행정복지센터 금호분소앞,162,440
2023-01-01,관음공영주차장앞,1214,131
2023-01-01,관음농협앞,1186,187
2023-01-01,관음동행정복지센터건너,692,151
2023-01-01,관음동행정복지센터앞,1056,128
2023-01-01,관음변전소1,3106,180
2023-01-01,관음변전소2,46,611
2023-01-01,관음변전소3,1332,25
2023-01-01,관음변전소4,20,16
2023-01-01,관음어린이집,995,195
2023-01-01,관음중학교(북편),1114,190
2023-01-01,광명프레지던트아파트건너,7370,4059
2023-01-01,광장타운건너,8246,2419
2023-01-01,광장타운앞,8995,2637
2023-01-01,교대부설초등학교건너,3566,521
2023-01-01,교대부설초등학교앞,43,740
2023-01-01,교동시장앞,2952,1091
2023-01-01,교동초등학교건너,477,166
2023-01-01,교동초등학교앞,1347,218
2023-01-01,교통연수원,5316,584
2023-01-01,교통연수원건너,2004,445
2023-01-01,교항2리마을입구,5,120
2023-01-01,교항2리회관,92,14
2023-01-01,교항2리회관건너,2,67
2023-01-01,교항리건너,8582,237
2023-01-01,교항리마을입구건너,0,1
2023-01-01,교항리앞,1367,2177
2023-01-01,구)대영학원건너,10644,3178
2023-01-01,구)대영학원앞,16119,6732
2023-01-01,구.남부정류장건너2,4767,3896
2023-01-01,구.남부정류장앞1,13797,3797
2023-01-01,구.남부정류장앞2,2128,1107
2023-01-01,구.동부정류장(메트로팔레스),7859,3797
2023-01-01,구덕네거리(상행),2,10
2023-01-01,구덕네거리(하행),12,5
2023-01-01,구덕리(마을회관앞),2,9
2023-01-01,구덕리동명저수지건너,1,1
2023-01-01,구덕리동명저수지앞,1,2
2023-01-01,구둔산,446,12
2023-01-01,구라1리2,1,4
2023-01-01,구라3리1,18,1
2023-01-01,구라3리2,2,0
2023-01-01,구라리,0,5
2023-01-01,구라리2,0,16
2023-01-01,구룡촌건너,0,1
2023-01-01,구룡촌앞,33,0
2023-01-01,구병원건너,6856,4904
2023-01-01,구병원앞,11980,5292
2023-01-01,구삼폭포건너,1,40
2023-01-01,구삼폭포앞,23,0
2023-01-01,구암가구골목1,884,810
2023-01-01,구암가구골목2,483,281
2023-01-01,구암교1,2147,1046
2023-01-01,구암교2,1624,1013
2023-01-01,구암동1,455,45
2023-01-01,구암동2,62,274
2023-01-01,구암역(운전면허시험장)1,2461,579
2023-01-01,구암역(운전면허시험장)2,969,399
2023-01-01,구암초등학교건너,699,224
2023-01-01,구암초등학교앞,1523,110
2023-01-01,구지119안전센터건너,1415,187
2023-01-01,구지면행정복지센터건너,1410,452
2023-01-01,구지면행정복지센터앞,1307,1111
2023-01-01,구지중학교건너,128,216
2023-01-01,구지중학교앞,1538,6
2023-01-01,구지축구장앞,397,7
2023-01-01,국가물산업클러스터건너,15,471
2023-01-01,국가물산업클러스터앞,534,54
2023-01-01,국가산단반도유보라1차,98,946
2023-01-01,국가산단반도유보라2차,5896,74
2023-01-01,국가산단반도유보라3차건너,4564,52
2023-01-01,국가산단반도유보라3차앞,432,479
2023-01-01,국가산단서한이다음,5949,32
2023-01-01,국가산단서한이다음건너,97,815
2023-01-01,국립대구과학관건너,1,51
2023-01-01,국립대구과학관앞,249,21
2023-01-01,국립대구과학관정문건너,486,10
2023-01-01,국립대구과학관정문앞,44,163
2023-01-01,국립대구박물관건너,6432,1176
2023-01-01,국립대구박물관앞,5104,2981
2023-01-01,국립식량과학원대구시험지,1,15
2023-01-01,국립신암선열공원건너,742,5144
2023-01-01,국립신암선열공원앞,836,1069
2023-01-01,국민건강보험공단(경산역),9304,1919
2023-01-01,국민건강보험공단건너,13800,1940
2023-01-01,국민건강보험공단달성고령지사건너,489,54
2023-01-01,국민건강보험공단달성고령지사앞,28,298
2023-01-01,국민건강보험공단앞,8088,5684
2023-01-01,국민연금네거리,7318,2013
2023-01-01,국민연금네거리1,3819,2604
2023-01-01,국민연금네거리2,584,224
2023-01-01,국민은행3공단지점건너,3066,802
2023-01-01,국민은행3공단지점앞,2202,774
2023-01-01,국우동현대아파트건너,100,161
2023-01-01,국우동현대아파트건너2,9,538
2023-01-01,국우동현대아파트앞,10422,2611
2023-01-01,국우초등학교건너,289,64
2023-01-01,국우초등학교앞,6434,692
2023-01-01,국채보상운동기념공원,5002,5172
2023-01-01,굿모닝병원건너,7036,4754
2023-01-01,굿모닝병원앞,7881,2985
2023-01-01,귀남지휴게소1,33,1
2023-01-01,귀남지휴게소2,2,14
2023-01-01,그랜드호텔건너,23452,9182
2023-01-01,그랜드호텔앞,28859,6913
2023-01-01,그린빌4단지,535,1102
2023-01-01,그린빌4단지건너,994,112
2023-01-01,그린빌4단지앞,386,298
2023-01-01,근로복지공단대구병원건너,219,1978
2023-01-01,근로복지공단대구병원앞,10028,96
2023-01-01,금강동,41,2
2023-01-01,금강역1,1,0
2023-01-01,금강역2,0,1
2023-01-01,금계초등학교(교항리),220,63
2023-01-01,금계초등학교(교항리)건너,1783,4
2023-01-01,금구동(대구방향),178,19
2023-01-01,금구동(종점),1222,48
2023-01-01,금구동(진량방향),131,53
2023-01-01,금락초교,6655,1610
2023-01-01,금락초교 건너,1773,1182
2023-01-01,금류아파트2차(고령방향),16,205
2023-01-01,금류아파트2차(대구방향),4832,17
2023-01-01,금복주건너,2235,809
2023-01-01,금복주앞,1863,688
2023-01-01,금봉네거리1,6006,815
2023-01-01,금봉네거리2,2558,651
2023-01-01,금사리하이빌APT건너,858,121
2023-01-01,금사리하이빌APT앞,229,182
2023-01-01,금암4리,0,27
2023-01-01,금암4리(대구시립묘지),1,0
2023-01-01,금포1교1,390,50
2023-01-01,금포1교2,4,5
2023-01-01,금포1교3,1,219
2023-01-01,금포교,186,153
2023-01-01,금포교2,123,174
2023-01-01,금포새터길1,498,5
2023-01-01,금포새터길2,2,101
2023-01-01,금포초등학교,2374,352
2023-01-01,금포초등학교건너,648,332
2023-01-01,금호119안전센터건너,259,5
2023-01-01,금호119안전센터앞,5,257
2023-01-01,금호기전,220,71
2023-01-01,금호서한이다음아파트건너,1776,205
2023-01-01,금호서한이다음아파트앞,4260,390
2023-01-01,금호시장건너,5,215
2023-01-01,금호시장앞,1472,19
2023-01-01,금호역,342,6
2023-01-01,금호읍사무소,482,8
2023-01-01,금호읍사무소 건너,2,71
2023-01-01,금호지구종점(시내방향),80,1
2023-01-01,금호지구종점(종점방향),328,0
2023-01-01,금호천년나무1단지동편,5276,75
2023-01-01,금호천년나무1단지동편건너,65,2199
2023-01-01,금호천년나무8단지앞,19,194
2023-01-01,금호초등학교,108,0
2023-01-01,금호초등학교 건너,357,60
2023-01-01,금호화물자동차공영차고지,188,40
2023-01-01,금화리,0,1
2023-01-01,금화리건너,55,1
2023-01-01,기곡(종점),112,10
2023-01-01,기곡리1,1,1
2023-01-01,기곡리2,13,0
2023-01-01,기성2리(가좌마을),136,0
2023-01-01,기성2리(상행),0,6
2023-01-01,기성2리(하행),42,1
2023-01-01,기업은행대곡지점건너,916,3935
2023-01-01,기업은행대곡지점앞,18737,662
2023-01-01,김흥1리건너,4,2
2023-01-01,김흥1리앞,3,7
2023-01-01,김흥2리건너,10,4
2023-01-01,김흥2리앞,3,0
2023-01-01,김흥리마을입구,130,0
2023-01-01,김흥리마을입구건너,8,1
2023-01-01,나불지건너,589,128
2023-01-01,나불지앞,710,670
2023-01-01,나정삼거리,1,0
2023-01-01,남구종합스포츠타운건너,282,271
2023-01-01,남구종합스포츠타운앞,2136,218
2023-01-01,남구청건너1,850,59
2023-01-01,남구청건너2,4610,6622
2023-01-01,남구청네거리1,4903,1409
2023-01-01,남구청네거리2,656,167
2023-01-01,남구청앞,265,591
2023-01-01,남대구IC1,10820,719
2023-01-01,남대구IC2,4498,820
2023-01-01,남도버스1,4855,160
2023-01-01,남도버스2,2082,567
2023-01-01,남명삼거리1,1936,232
2023-01-01,남명삼거리2,794,394
2023-01-01,남문시장건너1,74,19
2023-01-01,남문시장건너2,7476,12471
2023-01-01,남문시장앞,15735,8451
2023-01-01,남문아파트앞,46,42
2023-01-01,남부경찰서앞,5991,4635
2023-01-01,남부교육지원청건너,4087,969
2023-01-01,남부교육지원청앞,3658,1139
2023-01-01,남부도서관앞,561,996
2023-01-01,남부자동차종합시장건너,2144,864
2023-01-01,남부자동차종합시장앞,1164,327
2023-01-01,남부초등학교건너,1025,57
2023-01-01,남부초등학교앞,271,244
2023-01-01,남부초등학교앞2,2545,910
2023-01-01,남산2동행정복지센터건너,48,28
2023-01-01,남산2동행정복지센터앞,179,28
2023-01-01,남산고등학교건너,354,105
2023-01-01,남산고등학교앞,304,114
2023-01-01,남산역,8640,3174
2023-01-01,남산역건너,14474,5939
2023-01-01,남산초등학교건너,8733,1623
2023-01-01,남산초등학교앞,6095,5619
2023-01-01,남원1리,161,0
2023-01-01,남원2리,220,3
2023-01-01,남창마을입구,10,36
2023-01-01,남하2리(대구방향),210,102
2023-01-01,남하2리(하양방향),180,20
2023-01-01,남해오네뜨2차앞,1106,60
2023-01-01,내곡동마을회관,56,2
2023-01-01,내당광명아파트,2930,1893
2023-01-01,내당삼익맨션건너,13930,5417
2023-01-01,내당삼익맨션앞,8274,10010
2023-01-01,내당코오롱아파트건너,6323,9057
2023-01-01,내당코오롱아파트앞,3548,1080
2023-01-01,내동,306,37
2023-01-01,내동건너,10,123
2023-01-01,내리1,18,0
2023-01-01,내리2,1,0
2023-01-01,내리리입구,2966,102
2023-01-01,내리리입구 건너,35,453
2023-01-01,내일교회건너,140,38
2023-01-01,내일교회앞,338,61
2023-01-01,냉천2리,35,19
2023-01-01,냉천리1,974,65
2023-01-01,냉천리2,14,171
2023-01-01,냉천리3,1,2
2023-01-01,노곡교(하중도)1,60,206
2023-01-01,노곡교(하중도)2,583,1
2023-01-01,노곡동,2813,29
2023-01-01,노곡리,4,0
2023-01-01,노곡리(종점),60,26
2023-01-01,노변중학교,857,280
2023-01-01,노변중학교건너,1121,316
2023-01-01,노변청구타운건너,413,268
2023-01-01,노변청구타운앞,748,182
2023-01-01,노사평화의전당건너,1,43
2023-01-01,노사평화의전당앞,60,165
2023-01-01,노원119안전센터건너,5391,3357
2023-01-01,노원119안전센터앞,1926,632
2023-01-01,노원네거리(대구은행건너),315,206
2023-01-01,노원네거리(대구은행앞),1949,256
2023-01-01,노원네거리1(오봉새마을금고앞),2678,678
2023-01-01,노원네거리2(오봉새마을금고건너),5306,449
2023-01-01,노원네거리3(기업은행),3033,89
2023-01-01,노원네거리4(기업은행),146,473
2023-01-01,노원동화타운건너,250,376
2023-01-01,노원동화타운앞,1755,595
2023-01-01,노이2리건너,0,1
2023-01-01,노이2리앞,142,15
2023-01-01,노이3리1,193,2
2023-01-01,노이3리2,0,7
2023-01-01,녹동서원건너,111,1
2023-01-01,녹동서원앞,1,5
2023-01-01,녹원맨션,4346,699
2023-01-01,논공삼거리1,1059,16
2023-01-01,논공삼거리2,326,678
2023-01-01,논공읍행정복지센터건너1,1394,553
2023-01-01,논공읍행정복지센터건너2,63,149
2023-01-01,논공읍행정복지센터앞,864,219
2023-01-01,농산물도매시장건너,1230,139
2023-01-01,농산물도매시장앞,2048,228
2023-01-01,농수산물도매시장건너,1679,684
2023-01-01,농수산물도매시장앞,4966,3689
2023-01-01,농연서당1,0,1
2023-01-01,농연서당2,25,0
2023-01-01,농협동촌지점,260,171
2023-01-01,농협방촌지점,1264,155
2023-01-01,농협중앙회앞,13862,15201
2023-01-01,농협중앙회중동지점건너,1428,70
2023-01-01,농협중앙회중동지점앞,50,274
2023-01-01,능성동(종점)1,8,0
2023-01-01,능성동(종점)2,155,29
2023-01-01,능성동입구건너,610,1
2023-01-01,능성동입구앞,4,112
2023-01-01,다부1리,13,0
2023-01-01,다부2리 예술대,9,2
2023-01-01,다부동,88,1
2023-01-01,다부리 전적기념관,2,9
2023-01-01,다사고등학교건너,4113,4048
2023-01-01,다사고등학교앞,380,2980
2023-01-01,다사농협세천지점건너,4049,952
2023-01-01,다사농협세천지점앞,2712,523
2023-01-01,다사농협주유소건너,53,1420
2023-01-01,다사농협주유소앞,4982,474
2023-01-01,다사역(3번출구),0,16
2023-01-01,다사역(4번출구),95,0
2023-01-01,다사읍행정복지센터건너,5542,211
2023-01-01,다사읍행정복지센터서재출장소건너,1934,127
2023-01-01,다사읍행정복지센터서재출장소앞,264,404
2023-01-01,다사읍행정복지센터앞,45,393
2023-01-01,다사주공아파트건너,146,0
2023-01-01,다사주공아파트앞,4,82
2023-01-01,다사체육공원건너,26,10
2023-01-01,다사체육공원앞,12,23
2023-01-01,다사초등학교건너,43,2
2023-01-01,다사초등학교앞,0,43
2023-01-01,다산(종점),7412,257
2023-01-01,다산농협건너,3338,7
2023-01-01,다산농협앞,42,751
2023-01-01,다산주공아파트건너,7677,12
2023-01-01,다산주공아파트앞,20,838
2023-01-01,다예원,9,6
2023-01-01,다예원건너,188,2
2023-01-01,단산리(종점),455,2
2023-01-01,단산리입구1,35,0
2023-01-01,단산리입구2,2,2
2023-01-01,달구벌종합복지관건너,728,218
2023-01-01,달구벌종합복지관앞,553,148
2023-01-01,달서교하부 공영주차장,80,228
2023-01-01,달서교회건너,15194,4678
2023-01-01,달서교회앞,14776,7373
2023-01-01,달서구새마을회건너,2791,99
2023-01-01,달서구새마을회앞,9,332
2023-01-01,달서구청건너,11249,2838
2023-01-01,달서구청앞,7204,4400
2023-01-01,달서구치매안심센터건너,3916,723
2023-01-01,달서구치매안심센터앞,2614,2847
2023-01-01,달서별빛캠핑장건너,195,24
2023-01-01,달서별빛캠핑장앞,19,22
2023-01-01,달서시장건너,1717,160
2023-01-01,달서시장앞,594,321
2023-01-01,달서아트센터건너,1440,167
2023-01-01,달서아트센터앞,323,73
2023-01-01,달서에스케이뷰아파트(북편),2036,77
2023-01-01,달서에스케이뷰아파트앞,1732,1247
2023-01-01,달서자동차검사소건너,213,1281
2023-01-01,달서자동차검사소앞,28,183
2023-01-01,달서중고등학교건너,67,0
2023-01-01,달서중고등학교앞,2,5
2023-01-01,달서천하수종말처리장건너,24,1
2023-01-01,달서천하수종말처리장앞,1,0
2023-01-01,달서초교,2146,191
2023-01-01,달성2차산업단지출장소건너,18,0
2023-01-01,달성2차산업단지출장소앞,71,5
2023-01-01,달성경찰서,833,328
2023-01-01,달성공원건너,4580,1619
2023-01-01,달성공원역3번출구,10565,8419
2023-01-01,달성교육지원청-대구예아람학교건너,2353,705
2023-01-01,달성교육지원청-대구예아람학교앞,6306,688
2023-01-01,달성군민운동장건너,1530,278
2023-01-01,달성군민운동장앞,1930,548
2023-01-01,달성군민체육관건너,446,444
2023-01-01,달성군민체육관앞,605,48
2023-01-01,달성군보건소,1400,183
2023-01-01,달성군선거관리위원회건너,53,87
2023-01-01,달성군선거관리위원회앞,6,695
2023-01-01,달성군청건너,840,112
