년월,정류소명,승차,하차
2021-01-01,구라3리2,18,1
2021-01-01,구라리2,0,2
2021-01-01,구룡촌앞,29,1
2021-01-01,구병원건너,6827,3520
2021-01-01,구병원앞,12435,4397
2021-01-01,구삼폭포건너,0,31
2021-01-01,구삼폭포앞,17,1
2021-01-01,구암가구골목1,847,608
2021-01-01,구암가구골목2,551,147
2021-01-01,구암교1,1669,726
2021-01-01,구암교2,1555,781
2021-01-01,구암동1,413,26
2021-01-01,구암동2,71,261
2021-01-01,구암역(운전면허시험장)1,2478,474
2021-01-01,구암역(운전면허시험장)2,999,207
2021-01-01,구암초등학교건너,435,140
2021-01-01,구암초등학교앞,1298,94
2021-01-01,구지119안전센터건너,1480,184
2021-01-01,구지면행정복지센터건너,553,401
2021-01-01,구지면행정복지센터앞,1104,572
2021-01-01,구지중학교건너,99,122
2021-01-01,구지중학교앞,959,3
2021-01-01,구지축구장앞,496,8
2021-01-01,국가물산업클러스터건너,54,260
2021-01-01,국가물산업클러스터앞,356,193
2021-01-01,국가산단반도유보라1차,59,674
2021-01-01,국가산단반도유보라2차,3634,63
2021-01-01,국가산단반도유보라3차건너,2081,22
2021-01-01,국가산단반도유보라3차앞,153,143
2021-01-01,국가산단서한이다음,2636,18
2021-01-01,국가산단서한이다음건너,37,320
2021-01-01,국립대구과학관건너,0,20
2021-01-01,국립대구과학관앞,73,1
2021-01-01,국립대구과학관정문건너,446,83
2021-01-01,국립대구과학관정문앞,37,73
2021-01-01,국립대구박물관건너,6092,946
2021-01-01,국립대구박물관앞,3819,2124
2021-01-01,국립식량과학원대구시험지,0,1
2021-01-01,국립신암선열공원건너,704,4416
2021-01-01,국립신암선열공원앞,795,792
2021-01-01,국민건강보험공단(경산역),6672,1232
2021-01-01,국민건강보험공단건너,12768,1631
2021-01-01,국민건강보험공단앞,6458,5069
2021-01-01,국민연금네거리,5911,1599
2021-01-01,국민연금네거리1,2919,2166
2021-01-01,국민연금네거리2,334,145
2021-01-01,국민은행3공단지점건너,3047,619
2021-01-01,국민은행3공단지점앞,2227,589
2021-01-01,국우동현대아파트건너,523,83
2021-01-01,국우동현대아파트건너2,139,192
2021-01-01,국우동현대아파트앞,3594,648
2021-01-01,국채보상운동기념공원,4175,3647
2021-01-01,굿모닝병원건너,7024,3957
2021-01-01,굿모닝병원앞,7264,2780
2021-01-01,귀남지휴게소1,42,1
2021-01-01,귀남지휴게소2,2,3
2021-01-01,그랜드호텔건너,19220,7852
2021-01-01,그랜드호텔앞,24269,5071
2021-01-01,그린빌4단지,409,761
2021-01-01,그린빌4단지건너,696,60
2021-01-01,그린빌4단지앞,394,118
2021-01-01,근로복지공단대구병원건너,276,1273
2021-01-01,근로복지공단대구병원앞,8043,77
2021-01-01,금강동,99,5
2021-01-01,금계초등학교(교항리),182,60
2021-01-01,금계초등학교(교항리)건너,1642,7
2021-01-01,금구동(대구방향),99,21
2021-01-01,금구동(종점),1483,92
2021-01-01,금구동(진량방향),137,31
2021-01-01,금락초교,4465,1552
2021-01-01,금락초교 건너,1426,895
2021-01-01,금류아파트2차(고령방향),15,89
2021-01-01,금류아파트2차(대구방향),4030,9
2021-01-01,금복주건너,2275,485
2021-01-01,금복주앞,1558,486
2021-01-01,금봉네거리1,5520,702
2021-01-01,금봉네거리2,2714,505
2021-01-01,금사리하이빌APT건너,708,123
2021-01-01,금사리하이빌APT앞,266,225
2021-01-01,금암4리,0,16
2021-01-01,금암4리(대구시립묘지),0,8
2021-01-01,금포1교1,655,14
2021-01-01,금포1교2,20,4
2021-01-01,금포1교3,2,147
2021-01-01,금포교,145,40
2021-01-01,금포새터길1,1056,31
2021-01-01,금포새터길2,1,73
2021-01-01,금포초등학교,2436,192
2021-01-01,금포초등학교건너,562,245
2021-01-01,금호119안전센터건너,287,3
2021-01-01,금호119안전센터앞,165,224
2021-01-01,금호기전,252,26
2021-01-01,금호서한이다음아파트건너,1510,66
2021-01-01,금호서한이다음아파트앞,3436,285
2021-01-01,금호시장건너,12,207
2021-01-01,금호시장앞,1527,17
2021-01-01,금호역,262,7
2021-01-01,금호읍사무소,434,9
2021-01-01,금호읍사무소 건너,1,64
2021-01-01,금호지구종점(시내방향),206,0
2021-01-01,금호지구종점(종점방향),715,2
2021-01-01,금호천년나무1단지동편,4070,43
2021-01-01,금호천년나무1단지동편건너,30,1228
2021-01-01,금호천년나무8단지앞,29,74
2021-01-01,금호초등학교,77,1
2021-01-01,금호초등학교 건너,238,44
2021-01-01,금호화물자동차공영차고지,298,9
2021-01-01,금화리건너,60,0
2021-01-01,기곡(종점),154,7
2021-01-01,기곡리1,8,0
2021-01-01,기곡리2,21,0
2021-01-01,기성2리(가좌마을),90,0
2021-01-01,기성2리(상행),1,14
2021-01-01,기성2리(하행),27,0
2021-01-01,기업은행대곡지점건너,629,2959
2021-01-01,기업은행대곡지점앞,17549,514
2021-01-01,김흥1리건너,10,0
2021-01-01,김흥1리앞,26,7
2021-01-01,김흥2리건너,0,10
2021-01-01,김흥2리앞,29,1
2021-01-01,김흥리마을입구,84,0
2021-01-01,나불지건너,393,70
2021-01-01,나불지앞,355,486
2021-01-01,남구종합스포츠타운건너,297,174
2021-01-01,남구종합스포츠타운앞,1767,149
2021-01-01,남구청건너1,811,49
2021-01-01,남구청건너2,4469,5438
2021-01-01,남구청네거리1,5036,1236
2021-01-01,남구청네거리2,519,176
2021-01-01,남구청앞,182,405
2021-01-01,남대구IC1,10893,788
2021-01-01,남대구IC2,4894,939
2021-01-01,남도버스1,2276,12
2021-01-01,남도버스2,1030,515
2021-01-01,남명삼거리1,1715,157
2021-01-01,남명삼거리2,810,322
2021-01-01,남문시장건너1,62,7
2021-01-01,남문시장건너2,7097,11063
2021-01-01,남문시장앞,16371,8433
2021-01-01,남문아파트앞,32,52
2021-01-01,남부경찰서앞,6707,4101
2021-01-01,남부교육지원청건너,3324,700
2021-01-01,남부교육지원청앞,2930,866
2021-01-01,남부도서관앞,303,575
2021-01-01,남부자동차종합시장건너,2326,690
2021-01-01,남부자동차종합시장앞,987,276
2021-01-01,남부초등학교건너,812,50
2021-01-01,남부초등학교앞,166,178
2021-01-01,남부초등학교앞2,2426,676
2021-01-01,남산2동행정복지센터건너,26,21
2021-01-01,남산2동행정복지센터앞,185,13
2021-01-01,남산고등학교건너,221,95
2021-01-01,남산고등학교앞,213,103
2021-01-01,남산역,8580,2261
2021-01-01,남산역건너,13072,4885
2021-01-01,남산초등학교건너,7592,1287
2021-01-01,남산초등학교앞,4860,4470
2021-01-01,남원1리,194,4
2021-01-01,남원2리,158,4
2021-01-01,남창마을입구,19,4
2021-01-01,남하2리(대구방향),185,88
2021-01-01,남하2리(하양방향),145,20
2021-01-01,남해오네뜨2차앞,954,40
2021-01-01,내곡동마을회관,61,4
2021-01-01,내당광명아파트,2618,1589
2021-01-01,내당삼익맨션건너,13543,4506
2021-01-01,내당삼익맨션앞,7889,9385
2021-01-01,내당코오롱아파트건너,5799,8663
2021-01-01,내당코오롱아파트앞,3671,783
2021-01-01,내동,227,15
2021-01-01,내동건너,9,98
2021-01-01,내리1,8,4
2021-01-01,내리리입구,2005,88
2021-01-01,내리리입구 건너,7,272
2021-01-01,내일교회건너,53,45
2021-01-01,내일교회앞,125,67
2021-01-01,냉천2리,27,3
2021-01-01,냉천리1,775,29
2021-01-01,냉천리2,10,135
2021-01-01,노곡교(하중도)1,88,168
2021-01-01,노곡교(하중도)2,464,15
2021-01-01,노곡동,2855,7
2021-01-01,노곡리(종점),35,23
2021-01-01,노변중학교,711,69
2021-01-01,노변중학교건너,979,154
2021-01-01,노변청구타운건너,355,98
2021-01-01,노변청구타운앞,430,59
2021-01-01,노원119안전센터건너,3368,3022
2021-01-01,노원119안전센터앞,1788,493
2021-01-01,노원네거리(대구은행건너),296,105
2021-01-01,노원네거리(대구은행앞),2703,226
2021-01-01,노원네거리1(오봉새마을금고앞),2590,501
2021-01-01,노원네거리2(오봉새마을금고건너),4885,318
2021-01-01,노원네거리3(기업은행),3281,118
2021-01-01,노원네거리4(기업은행),211,318
2021-01-01,노원동화타운건너,186,261
2021-01-01,노원동화타운앞,1515,578
2021-01-01,노이2리앞,207,10
2021-01-01,노이3리1,138,3
2021-01-01,노이3리2,0,2
2021-01-01,녹동서원건너,81,0
2021-01-01,녹동서원앞,0,5
2021-01-01,녹원맨션,3457,469
2021-01-01,논공삼거리1,923,27
2021-01-01,논공삼거리2,263,454
2021-01-01,논공읍행정복지센터건너1,1239,338
2021-01-01,논공읍행정복지센터건너2,32,66
2021-01-01,논공읍행정복지센터앞,1080,122
2021-01-01,농산물도매시장건너,1095,147
2021-01-01,농산물도매시장앞,1945,143
2021-01-01,농수산물도매시장건너,1443,438
2021-01-01,농수산물도매시장앞,4572,3408
2021-01-01,농협동촌지점,245,132
2021-01-01,농협방촌지점,1184,100
2021-01-01,농협중앙회앞,11465,13591
2021-01-01,농협중앙회중동지점건너,1171,39
2021-01-01,농협중앙회중동지점앞,22,206
2021-01-01,능성동(종점)1,3,0
2021-01-01,능성동(종점)2,154,45
2021-01-01,능성동입구건너,305,7
2021-01-01,능성동입구앞,0,35
2021-01-01,다리골,11,0
2021-01-01,다부1리,11,0
2021-01-01,다부2리 예술대,1,0
2021-01-01,다부동,86,0
2021-01-01,다부리 전적기념관,5,9
2021-01-01,다사고등학교건너,3506,3232
2021-01-01,다사고등학교앞,402,1931
2021-01-01,다사농협세천지점건너,3397,625
2021-01-01,다사농협세천지점앞,1981,252
2021-01-01,다사농협주유소건너,35,994
2021-01-01,다사농협주유소앞,4878,406
2021-01-01,다사역(3번출구),0,19
2021-01-01,다사읍행정복지센터건너,4662,237
2021-01-01,다사읍행정복지센터서재출장소건너,1464,28
2021-01-01,다사읍행정복지센터서재출장소앞,175,277
2021-01-01,다사읍행정복지센터앞,26,179
2021-01-01,다사주공아파트건너,89,0
2021-01-01,다사주공아파트앞,2,66
2021-01-01,다사체육공원건너,0,16
2021-01-01,다사체육공원앞,3,0
2021-01-01,다사초등학교건너,27,21
2021-01-01,다사초등학교앞,2,24
2021-01-01,다산(종점),6325,200
2021-01-01,다산농협건너,2801,3
2021-01-01,다산농협앞,35,618
2021-01-01,다산주공아파트건너,6245,13
2021-01-01,다산주공아파트앞,27,450
2021-01-01,다예원,4,6
2021-01-01,다예원건너,237,1
2021-01-01,단산리(종점),9,0
2021-01-01,단산리입구1,624,12
2021-01-01,달구벌종합복지관건너,496,133
2021-01-01,달구벌종합복지관앞,333,97
2021-01-01,달서교회건너,12792,3482
2021-01-01,달서교회앞,11852,5751
2021-01-01,달서구새마을회건너,3783,117
2021-01-01,달서구새마을회앞,12,213
2021-01-01,달서구청건너,8374,1720
2021-01-01,달서구청앞,4340,2464
2021-01-01,달서구치매안심센터건너,1801,454
2021-01-01,달서구치매안심센터앞,1587,768
2021-01-01,달서별빛캠핑장건너,111,10
2021-01-01,달서별빛캠핑장앞,29,12
2021-01-01,달서시장건너,1762,174
2021-01-01,달서시장앞,541,289
2021-01-01,달서아트센터건너,1053,109
2021-01-01,달서아트센터앞,57,35
2021-01-01,달서에스케이뷰아파트(북편),1977,78
2021-01-01,달서에스케이뷰아파트앞,1533,976
2021-01-01,달서자동차검사소건너,58,997
2021-01-01,달서자동차검사소앞,24,89
2021-01-01,달서중고등학교건너,74,0
2021-01-01,달서천하수종말처리장건너,37,0
2021-01-01,달서천하수종말처리장앞,1,5
2021-01-01,달서초교,1841,104
2021-01-01,달성2차산업단지출장소건너,7,0
2021-01-01,달성2차산업단지출장소앞,84,5
2021-01-01,달성경찰서,959,276
2021-01-01,달성공원건너,4477,1288
2021-01-01,달성공원역3번출구,6932,6446
2021-01-01,달성교육지원청-대구예아람학교건너,1964,481
2021-01-01,달성교육지원청-대구예아람학교앞,5079,455
2021-01-01,달성군민운동장건너,1267,211
2021-01-01,달성군민운동장앞,1370,484
2021-01-01,달성군민체육관건너,215,350
2021-01-01,달성군민체육관앞,671,26
2021-01-01,달성군보건소,1341,147
2021-01-01,달성군선거관리위원회건너,42,53
2021-01-01,달성군선거관리위원회앞,17,658
2021-01-01,달성군청건너,753,50
2021-01-01,달성군청앞,962,165
2021-01-01,달성기와건너,319,221
2021-01-01,달성기와앞,521,91
2021-01-01,달성문화원건너,9,0
2021-01-01,달성문화원앞,0,2
2021-01-01,달성보건너,1529,433
2021-01-01,달성보앞,128,11
2021-01-01,달성산업단지건너,179,79
2021-01-01,달성산업단지관리공단1,2,12
2021-01-01,달성산업단지관리공단2,58,2
2021-01-01,달성소방서건너,26,98
2021-01-01,달성소방서앞,238,182
2021-01-01,달성스포츠파크건너,1,0
2021-01-01,달성스포츠파크앞,0,2
2021-01-01,달성습지·대명유수지건너,189,388
2021-01-01,달성습지·대명유수지앞,36,902
2021-01-01,달성중학교건너,2713,632
2021-01-01,달성중학교앞,3991,3938
2021-01-01,달성초등학교건너,419,126
2021-01-01,달성초등학교앞,263,87
2021-01-01,달성취수장건너,19,181
2021-01-01,달성취수장앞,11,25
2021-01-01,달성화성파크드림앞,1158,454
2021-01-01,달창저수지,41,0
2021-01-01,달천리(시내방향),121,0
2021-01-01,달천리(시외방향),52,0
2021-01-01,담안마을1,0,17
2021-01-01,담안마을2,299,0
2021-01-01,담티고개1,114,375
2021-01-01,담티고개2,252,660
2021-01-01,당동마을건너,72,0
