년월,정류소명,정류소ID,구분,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2025-04-30,송정삼거리3,7011019200,승차,1,1,8,6,6,5,5,5,6,7,5,7,6,7,2,2,3,2,0
2025-04-30,송정삼거리3,7011019200,하차,0,0,1,3,3,3,4,3,4,6,6,9,9,8,5,2,2,1,0
2025-04-30,송정삼거리4,7011019300,승차,0,2,5,8,4,3,2,4,3,3,4,3,3,3,1,1,1,1,0
2025-04-30,송정삼거리4,7011019300,하차,0,0,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,0,0
2025-04-30,안심역(4번출구),7011019400,승차,2,7,22,43,30,28,27,39,20,24,24,30,27,21,17,21,23,18,10
2025-04-30,안심역(4번출구),7011019400,하차,0,1,4,9,5,4,2,4,4,5,4,6,5,4,3,3,3,3,1
2025-04-30,안심역(5번출구),7011019500,승차,1,4,17,22,13,12,16,8,13,14,19,20,15,19,16,11,13,8,1
2025-04-30,안심역(5번출구),7011019500,하차,1,3,15,22,12,11,13,16,14,12,15,22,21,13,5,5,5,4,0
2025-04-30,대림육교1,7011019600,승차,0,0,1,1,1,2,4,8,4,4,4,10,15,4,1,1,1,0,0
2025-04-30,대림육교1,7011019600,하차,1,5,15,18,16,10,14,15,14,12,12,22,23,15,6,6,4,3,0
2025-04-30,대림육교2,7011019700,승차,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,대림육교2,7011019700,하차,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2025-04-30,태왕그린힐즈앞1,7011019800,승차,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-04-30,태왕그린힐즈앞1,7011019800,하차,0,1,1,1,1,2,2,1,2,2,2,3,4,3,3,3,1,1,1
2025-04-30,팔공3차보성타운후문,7011019900,승차,4,9,45,39,31,26,23,22,21,18,15,20,14,15,10,7,4,3,2
2025-04-30,팔공3차보성타운후문,7011019900,하차,0,0,0,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
2025-04-30,지묘초등학교앞,7011020000,승차,0,1,2,2,5,2,4,2,2,2,2,1,1,1,1,0,0,0,0
2025-04-30,지묘초등학교앞,7011020000,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-04-30,지묘초등학교건너,7011020100,승차,1,3,5,5,5,3,2,2,2,2,2,2,2,2,1,1,2,0,0
2025-04-30,지묘초등학교건너,7011020100,하차,0,0,0,1,1,0,1,1,1,1,1,2,2,1,0,0,0,0,0
2025-04-30,동북주유소앞,7011020200,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,동북주유소앞,7011020200,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,동북주유소건너,7011020300,승차,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2025-04-30,동북주유소건너,7011020300,하차,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-30,화전동1,7011020400,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,화전동1,7011020400,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,농협방촌지점,7011020500,승차,0,1,1,2,3,5,6,3,3,4,5,3,4,2,4,3,1,0,0
2025-04-30,농협방촌지점,7011020500,하차,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2025-04-30,방촌빌라,7011020600,승차,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
2025-04-30,방촌빌라,7011020600,하차,0,1,4,1,2,1,2,2,1,1,2,2,1,2,1,0,0,0,0
2025-04-30,금사리하이빌APT앞,7011020700,승차,0,1,0,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2025-04-30,금사리하이빌APT앞,7011020700,하차,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0
2025-04-30,이안동대구아파트,7011020800,승차,1,5,11,15,9,9,6,7,7,5,5,4,5,4,3,2,1,0,0
2025-04-30,이안동대구아파트,7011020800,하차,0,0,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,0
2025-04-30,신암건영캐스빌아파트,7011020900,승차,0,4,13,8,5,4,3,4,3,3,2,2,4,3,1,0,0,0,0
2025-04-30,신암건영캐스빌아파트,7011020900,하차,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2025-04-30,동대구초등학교앞,7011021000,승차,1,4,10,6,7,7,7,6,6,5,5,4,4,3,2,1,1,0,0
2025-04-30,동대구초등학교앞,7011021000,하차,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,0,1,0,0
2025-04-30,동대구초등학교건너,7011021100,승차,0,2,10,6,5,4,4,3,4,2,2,2,3,2,1,0,1,1,0
2025-04-30,동대구초등학교건너,7011021100,하차,0,0,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0
2025-04-30,동대구역수화물취급소건너,7011021200,승차,0,1,5,3,3,2,3,3,2,2,2,1,2,1,1,1,0,0,0
2025-04-30,동대구역수화물취급소건너,7011021200,하차,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
2025-04-30,동대구역수화물취급소앞,7011021300,승차,0,1,4,2,1,1,1,1,2,2,1,0,1,1,1,2,1,0,0
2025-04-30,동대구역수화물취급소앞,7011021300,하차,0,2,3,4,3,3,4,3,5,3,4,5,4,5,3,2,2,2,1
2025-04-30,동양맨션앞,7011021500,승차,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-04-30,동양맨션앞,7011021500,하차,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
2025-04-30,매골1,7011021600,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,매골1,7011021600,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,매골2,7011021700,승차,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2025-04-30,매골2,7011021700,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,덕곡삼거리1,7011021800,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,덕곡삼거리1,7011021800,하차,0,0,0,2,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0
2025-04-30,덕곡삼거리2,7011021900,승차,1,0,1,1,1,1,2,2,3,4,4,3,2,2,2,2,0,0,0
2025-04-30,덕곡삼거리2,7011021900,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,파계사(종점),7011022000,승차,1,1,6,3,6,7,10,18,18,16,22,20,17,10,4,3,3,0,0
2025-04-30,파계사(종점),7011022000,하차,0,0,0,1,3,2,5,3,2,2,2,1,2,1,1,0,0,0,0
2025-04-30,내동,7011022100,승차,0,0,1,1,1,2,1,2,2,2,3,3,2,1,1,0,0,0,0
2025-04-30,내동,7011022100,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,미대동1,7011022200,승차,1,2,4,5,5,4,5,5,7,7,9,8,6,4,3,1,1,0,0
2025-04-30,미대동1,7011022200,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,미대동2,7011022300,승차,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,미대동2,7011022300,하차,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2025-04-30,구암동1,7011022400,승차,0,0,1,1,1,1,1,2,2,2,3,3,3,3,1,0,0,0,0
2025-04-30,구암동1,7011022400,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,구암동2,7011022500,승차,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-30,구암동2,7011022500,하차,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
2025-04-30,미곡동1,7011022600,승차,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2025-04-30,미곡동1,7011022600,하차,0,0,1,2,2,1,2,1,2,1,1,1,1,1,2,0,1,0,0
2025-04-30,미곡동2,7011022700,승차,2,1,4,3,4,4,6,5,5,7,7,8,5,5,2,1,2,0,0
2025-04-30,미곡동2,7011022700,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,백안삼거리1,7011022800,승차,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2025-04-30,백안삼거리1,7011022800,하차,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2025-04-30,백안삼거리2,7011022900,승차,2,1,1,2,5,3,3,10,9,5,23,45,8,5,4,3,1,0,0
2025-04-30,백안삼거리2,7011022900,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,공산초등학교건너,7011023000,승차,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
2025-04-30,공산초등학교건너,7011023000,하차,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,공산초등학교앞,7011023100,승차,2,4,3,5,8,4,4,8,7,5,11,23,4,4,3,2,1,0,0
2025-04-30,공산초등학교앞,7011023100,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,백안교1,7011023200,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,백안교1,7011023200,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,백안교2,7011023300,승차,0,0,2,3,3,2,2,4,3,3,2,4,2,1,1,0,0,0,0
2025-04-30,백안교2,7011023300,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,인산마을앞,7011023400,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,인산마을앞,7011023400,하차,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,인산마을건너,7011023500,승차,0,0,2,2,2,2,3,9,4,3,3,1,2,1,1,0,0,0,0
2025-04-30,인산마을건너,7011023500,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,능성동입구앞,7011023600,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,능성동입구앞,7011023600,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,능성동입구건너,7011023700,승차,0,0,3,1,1,2,2,1,1,1,2,3,2,2,1,0,0,0,0
2025-04-30,능성동입구건너,7011023700,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,중마을(갓바위방향),7011023800,승차,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
2025-04-30,중마을(갓바위방향),7011023800,하차,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2025-04-30,중마을(시내방향),7011023900,승차,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
2025-04-30,중마을(시내방향),7011023900,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,웃갈미마을앞,7011024000,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,웃갈미마을앞,7011024000,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,웃갈미마을건너,7011024100,승차,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-30,웃갈미마을건너,7011024100,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,진정마을1,7011024200,승차,0,1,1,2,3,2,2,2,3,2,2,2,5,1,1,0,0,0,0
2025-04-30,진정마을1,7011024200,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,진정마을2,7011024300,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,진정마을2,7011024300,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,서당마을앞,7011024400,승차,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,서당마을앞,7011024400,하차,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,서당마을건너,7011024500,승차,0,0,1,2,2,1,1,1,1,0,1,1,1,2,0,0,0,0,0
2025-04-30,서당마을건너,7011024500,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,방짜유기박물관앞,7011024600,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,방짜유기박물관앞,7011024600,하차,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
2025-04-30,방짜유기박물관건너,7011024700,승차,0,0,0,1,1,1,3,2,2,2,3,3,2,1,1,0,0,0,0
2025-04-30,방짜유기박물관건너,7011024700,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,대구학생수련관입구앞,7011024800,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,대구학생수련관입구앞,7011024800,하차,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,대구학생수련관입구건너,7011024900,승차,0,0,0,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0
2025-04-30,대구학생수련관입구건너,7011024900,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,동화교1,7011025000,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,동화교1,7011025000,하차,0,0,1,1,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0
2025-04-30,동화교2,7011025100,승차,0,1,1,2,2,3,6,6,9,8,6,5,3,2,1,0,0,0,0
2025-04-30,동화교2,7011025100,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,동화사입구앞,7011025200,승차,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-30,동화사입구앞,7011025200,하차,0,0,1,4,6,9,8,5,4,4,2,1,1,0,0,0,0,0,0
2025-04-30,동화시설집단지구(종점)1,7011025300,승차,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
2025-04-30,동화시설집단지구(종점)1,7011025300,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,사복동입구교차로건너,7011025400,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,사복동입구교차로건너,7011025400,하차,0,0,0,1,1,1,1,1,1,2,2,3,2,2,3,1,3,2,1
2025-04-30,사복동입구교차로,7011025500,승차,0,2,10,9,4,3,4,3,3,2,2,3,2,4,2,1,1,1,0
2025-04-30,사복동입구교차로,7011025500,하차,0,0,2,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
2025-04-30,신천역(3번출구),7011025800,승차,0,3,6,12,10,7,11,11,11,9,14,15,15,12,7,5,3,3,1
2025-04-30,신천역(3번출구),7011025800,하차,0,1,2,3,2,1,3,3,3,3,3,4,4,5,3,2,2,2,0
2025-04-30,아양교3,7011025900,승차,0,1,1,4,5,4,4,6,5,7,6,6,8,5,4,2,2,2,0
2025-04-30,아양교3,7011025900,하차,10,23,44,58,46,41,36,39,39,40,37,44,45,46,28,22,18,12,0
2025-04-30,아양교4,7011026000,승차,1,2,11,12,8,9,8,11,8,9,8,12,10,9,6,5,5,4,1
2025-04-30,아양교4,7011026000,하차,0,1,1,4,2,4,5,6,5,7,6,8,8,10,7,6,6,4,2
2025-04-30,용계삼거리3,7011026100,승차,1,3,10,5,5,4,3,3,4,2,4,9,4,3,2,1,2,2,1
2025-04-30,용계삼거리3,7011026100,하차,0,0,1,1,1,1,2,2,2,2,4,4,2,2,2,2,1,1,0
2025-04-30,파계교,7011026200,승차,0,0,1,1,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0
2025-04-30,파계교,7011026200,하차,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
2025-04-30,공산댐건너,7011026300,승차,0,2,5,5,2,2,2,3,4,1,3,1,2,3,1,0,0,0,0
2025-04-30,공산댐건너,7011026300,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,도학동1,7011026400,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,도학동1,7011026400,하차,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,도학동,7011026500,승차,1,0,0,2,1,2,2,2,2,2,2,3,2,2,0,0,1,0,0
2025-04-30,도학동,7011026500,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,도평동입구1,7011026600,승차,0,0,0,1,3,2,0,4,2,0,3,1,2,0,0,0,1,0,0
2025-04-30,도평동입구1,7011026600,하차,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
2025-04-30,도평동입구2,7011026700,승차,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,도평동입구2,7011026700,하차,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,도동청구타운건너,7011026800,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,도동청구타운건너,7011026800,하차,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2025-04-30,도동청구타운앞,7011026900,승차,3,1,3,11,0,5,4,3,0,1,0,2,2,2,0,1,0,0,0
2025-04-30,도동청구타운앞,7011026900,하차,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-30,평광종점,7011027300,승차,0,0,1,3,1,1,0,2,1,0,1,0,2,0,0,0,0,0,0
2025-04-30,평광종점,7011027300,하차,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,농협동촌지점,7011027400,승차,0,1,1,1,2,1,3,1,2,1,2,2,1,1,0,1,0,0,0
2025-04-30,농협동촌지점,7011027400,하차,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0
2025-04-30,대구선방촌공원남편,7011027500,승차,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,대구선방촌공원남편,7011027500,하차,0,1,2,1,2,1,2,1,1,1,2,1,1,0,1,0,0,0,0
2025-04-30,신기역(화성타운앞),7011028100,승차,7,12,32,34,32,27,27,34,31,32,31,30,29,22,11,8,6,7,0
2025-04-30,신기역(화성타운앞),7011028100,하차,1,1,5,6,6,5,4,7,5,6,5,7,9,11,6,4,5,4,1
2025-04-30,신기역(화성타운건너),7011028200,승차,1,10,28,22,17,14,18,21,19,18,19,21,20,20,14,13,11,10,6
2025-04-30,신기역(화성타운건너),7011028200,하차,0,2,10,13,10,10,8,9,8,6,7,8,9,9,6,3,5,4,3
2025-04-30,안심주공2단지앞,7011028300,승차,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2025-04-30,안심주공2단지앞,7011028300,하차,0,1,5,5,4,5,6,6,5,6,5,5,5,6,4,3,3,3,2
2025-04-30,안심주공1단지앞,7011028400,승차,0,3,12,8,7,5,7,6,6,6,5,6,6,7,6,4,5,6,3
2025-04-30,안심주공1단지앞,7011028400,하차,0,0,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,0
2025-04-30,강변동서마을건너,7011028500,승차,0,3,14,9,10,10,10,13,19,15,12,14,13,11,7,5,5,4,0
2025-04-30,강변동서마을건너,7011028500,하차,0,0,0,0,0,1,1,1,0,1,1,2,1,1,0,0,0,0,0
2025-04-30,화랑교1,7011028600,승차,0,0,5,4,2,2,3,3,3,3,3,3,2,2,1,0,1,0,0
2025-04-30,화랑교1,7011028600,하차,1,3,3,5,6,6,6,8,7,9,11,14,10,14,10,7,9,6,1
2025-04-30,화랑교2,7011028700,승차,5,9,47,40,26,20,17,17,17,14,13,12,16,14,6,3,3,3,1
2025-04-30,화랑교2,7011028700,하차,0,1,2,4,2,2,2,2,4,3,2,3,2,3,1,1,1,1,0
2025-04-30,불로화훼단지건너,7011029000,승차,0,0,1,2,1,3,4,5,5,7,8,7,9,5,2,1,0,0,0
2025-04-30,불로화훼단지건너,7011029000,하차,0,0,1,1,2,0,1,1,1,2,1,1,1,1,0,1,0,0,0
2025-04-30,내동건너,7011029100,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,내동건너,7011029100,하차,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2025-04-30,동화사입구건너,7011029200,승차,0,0,3,2,3,5,11,17,25,24,26,24,10,5,2,1,0,0,0
2025-04-30,동화사입구건너,7011029200,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,매여동(동구)저탄장,7011029600,승차,0,0,0,1,1,1,2,0,0,2,2,2,2,1,0,0,0,0,0
2025-04-30,매여동(동구)저탄장,7011029600,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,부동,7011029800,승차,0,1,2,2,2,2,1,2,1,1,3,2,2,2,1,0,0,0,0
2025-04-30,부동,7011029800,하차,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-30,부동삼거리,7011029900,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,부동삼거리,7011029900,하차,0,0,1,2,2,1,1,0,2,1,0,1,1,1,1,0,1,0,0
2025-04-30,부동(종점),7011030000,승차,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
2025-04-30,부동(종점),7011030000,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,해안초등학교뒤,7011030100,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,해안초등학교뒤,7011030100,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,경주최씨종가1,7011030200,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,경주최씨종가1,7011030200,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,경주최씨종가(종점),7011030300,승차,0,0,2,0,2,1,2,0,5,0,3,3,0,2,0,0,0,0,0
2025-04-30,경주최씨종가(종점),7011030300,하차,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,부동농협,7011030400,승차,0,0,0,1,1,1,0,2,1,2,2,1,2,0,0,0,0,0,0
2025-04-30,부동농협,7011030400,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,방촌1동,7011030600,승차,0,0,2,3,3,2,0,2,0,1,0,0,2,0,0,0,0,0,0
2025-04-30,방촌1동,7011030600,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,둔산동,7011030700,승차,0,0,1,1,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0
2025-04-30,공군기지관사입구,7011030800,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,공군기지관사입구,7011030800,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,측백나무숲건너,7011030900,승차,0,2,0,2,0,2,0,2,0,2,0,2,1,1,1,0,0,0,0
2025-04-30,측백나무숲건너,7011030900,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,측백나무숲앞,7011031000,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,측백나무숲앞,7011031000,하차,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,섬뜸마을,7011031100,승차,0,1,0,2,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0
2025-04-30,섬뜸마을,7011031100,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,평광마을회관,7011031200,승차,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,태왕그린힐즈건너,7011031300,승차,0,0,4,4,1,2,1,1,2,1,2,2,1,2,1,1,1,0,0
2025-04-30,태왕그린힐즈건너,7011031300,하차,0,0,1,2,2,3,3,2,3,3,4,4,2,4,2,2,2,1,0
2025-04-30,태왕그린힐즈앞2,7011031400,승차,0,4,14,6,6,6,7,5,7,4,5,4,6,3,1,1,1,0,0
2025-04-30,태왕그린힐즈앞2,7011031400,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,지묘교1,7011031500,승차,2,1,12,13,9,10,8,8,9,8,8,10,8,10,6,4,2,1,0
2025-04-30,지묘교1,7011031500,하차,0,0,1,2,2,3,3,4,3,4,5,4,4,6,4,3,2,1,1
2025-04-30,지묘교2,7011031600,승차,2,10,23,22,18,20,23,15,20,13,16,9,14,7,7,6,4,1,0
2025-04-30,지묘교2,7011031600,하차,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2025-04-30,송정동2,7011031700,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,송정동2,7011031700,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,송정동1,7011031800,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,송정동1,7011031800,하차,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,이마트반야월점건너,7011032000,승차,0,1,0,1,1,0,1,2,2,1,3,5,1,1,1,0,1,0,0
2025-04-30,이마트반야월점건너,7011032000,하차,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,1,1
2025-04-30,이마트반야월점앞,7011032100,승차,0,1,3,4,2,3,3,3,4,3,5,4,3,2,2,2,2,1,0
2025-04-30,이마트반야월점앞,7011032100,하차,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2025-04-30,송정삼거리1,7011032200,승차,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
2025-04-30,송정삼거리1,7011032200,하차,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-30,금강동,7011032300,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,금강동,7011032300,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2025-04-30,강동중·고등학교,7011032400,승차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,강동중·고등학교,7011032400,하차,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2025-04-30,강동중·고등학교건너,7011032500,승차,0,3,16,6,8,2,3,5,2,3,12,31,4,7,3,1,4,0,0
2025-04-30,강동중·고등학교건너,7011032500,하차,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
