년월,정류소명,승차,하차
2020-01-01,관음농협앞,1216,137
2020-01-01,관음동행정복지센터건너,704,102
2020-01-01,관음동행정복지센터앞,1286,85
2020-01-01,관음변전소1,3570,179
2020-01-01,관음변전소2,429,417
2020-01-01,관음변전소3,415,0
2020-01-01,관음변전소4,24,7
2020-01-01,관음어린이집,953,219
2020-01-01,관음중학교(북편),1145,108
2020-01-01,광명프레지던트아파트건너,8124,4538
2020-01-01,광장타운건너,11464,3498
2020-01-01,광장타운앞,11866,2921
2020-01-01,교대부설초등학교건너,4568,474
2020-01-01,교대부설초등학교앞,70,998
2020-01-01,교동시장앞,3018,1281
2020-01-01,교동초등학교건너,721,114
2020-01-01,교동초등학교앞,1517,213
2020-01-01,교통연수원,7786,606
2020-01-01,교통연수원건너,3162,609
2020-01-01,교항2리마을입구,2,193
2020-01-01,교항2리회관,215,12
2020-01-01,교항리건너,7843,115
2020-01-01,교항리마을입구건너,61,2
2020-01-01,교항리앞,929,1442
2020-01-01,구)대영학원건너,13181,3477
2020-01-01,구)대영학원앞,18659,8034
2020-01-01,구.남부정류장건너1,7180,8863
2020-01-01,구.남부정류장건너2,6714,5087
2020-01-01,구.남부정류장앞1,16743,4038
2020-01-01,구.남부정류장앞2,3407,1480
2020-01-01,구.대봉도서관건너,915,465
2020-01-01,구.대봉도서관앞,2432,621
2020-01-01,구.동부정류장(메트로팔레스),8938,3806
2020-01-01,구둔산,461,41
2020-01-01,구라1리1,0,4
2020-01-01,구라1리2,1,2
2020-01-01,구라3리1,0,2
2020-01-01,구라3리2,20,0
2020-01-01,구라리,0,7
2020-01-01,구라리2,0,1
2020-01-01,구룡촌건너,1,0
2020-01-01,구룡촌앞,30,0
2020-01-01,구병원건너,8655,4862
2020-01-01,구병원앞,16405,5513
2020-01-01,구삼폭포건너,5,28
2020-01-01,구삼폭포앞,37,0
2020-01-01,구암가구골목1,1154,746
2020-01-01,구암가구골목2,657,227
2020-01-01,구암교1,2542,1075
2020-01-01,구암교2,1747,994
2020-01-01,구암동1,549,41
2020-01-01,구암동2,114,304
2020-01-01,구암역(운전면허시험장)1,3456,630
2020-01-01,구암역(운전면허시험장)2,1560,363
2020-01-01,구암초등학교건너,486,210
2020-01-01,구암초등학교앞,2138,117
2020-01-01,구지면사무소건너,222,495
2020-01-01,구지면사무소앞,1257,99
2020-01-01,구지중학교건너,56,1173
2020-01-01,구지중학교앞,3070,14
2020-01-01,국가물산업클러스터건너,56,479
2020-01-01,국가물산업클러스터앞,352,268
2020-01-01,국가산단반도유보라2차,8,37
2020-01-01,국가산단서한이다음,1320,3
2020-01-01,국가산단서한이다음건너,9,207
2020-01-01,국립대구과학관건너,1,28
2020-01-01,국립대구과학관앞,189,8
2020-01-01,국립대구과학관정문건너,723,75
2020-01-01,국립대구과학관정문앞,45,153
2020-01-01,국립대구박물관건너,8970,1521
2020-01-01,국립대구박물관앞,6182,3368
2020-01-01,국립식량과학원대구시험지,0,33
2020-01-01,국립신암선열공원건너,4114,7584
2020-01-01,국립신암선열공원앞,1744,1032
2020-01-01,국민건강보험공단건너,20399,2461
2020-01-01,국민건강보험공단앞,11605,7606
2020-01-01,국민연금네거리,7908,1869
2020-01-01,국민연금네거리1,4202,2586
2020-01-01,국민은행3공단지점건너,3502,900
2020-01-01,국민은행3공단지점앞,2403,683
2020-01-01,국우동현대아파트건너,510,75
2020-01-01,국우동현대아파트건너2,225,238
2020-01-01,국우동현대아파트앞,4274,849
2020-01-01,국채보상운동기념공원,5577,5066
2020-01-01,굿모닝병원건너,9142,5260
2020-01-01,굿모닝병원앞,10739,3430
2020-01-01,귀남지휴게소1,7,1
2020-01-01,그랜드호텔건너,28321,11476
2020-01-01,그랜드호텔앞,30275,6882
2020-01-01,그린빌4단지,479,878
2020-01-01,그린빌4단지건너,575,56
2020-01-01,그린빌4단지앞,328,90
2020-01-01,근로복지공단대구병원건너,349,1275
2020-01-01,근로복지공단대구병원앞,11057,115
2020-01-01,근린공원축구장건너,1863,296
2020-01-01,근린공원축구장앞,846,14
2020-01-01,금강동,146,7
2020-01-01,금계초등학교(교항리),363,183
2020-01-01,금계초등학교(교항리)건너,2196,10
2020-01-01,금복주건너,2485,689
2020-01-01,금복주앞,1830,501
2020-01-01,금봉네거리1,8189,1018
2020-01-01,금봉네거리2,3640,741
2020-01-01,금사리하이빌APT건너,1005,131
2020-01-01,금사리하이빌APT앞,339,222
2020-01-01,금융감독원건너,436,1917
2020-01-01,금포1교1,1010,40
2020-01-01,금포1교2,7,5
2020-01-01,금포1교3,2,129
2020-01-01,금포교,218,39
2020-01-01,금포새터길1,441,14
2020-01-01,금포새터길2,4,89
2020-01-01,금포초등학교,2740,400
2020-01-01,금포초등학교건너,802,363
2020-01-01,금호119안전센터건너,528,101
2020-01-01,금호119안전센터앞,16,203
2020-01-01,금호기전,222,53
2020-01-01,금호서한이다음아파트건너,74,44
2020-01-01,금호서한이다음아파트앞,7178,137
2020-01-01,금호지구종점(시내방향),148,0
2020-01-01,금호지구종점(종점방향),738,5
2020-01-01,금호천년나무1단지건너,105,372
2020-01-01,금호천년나무1단지동편,5527,82
2020-01-01,금호천년나무1단지동편건너,55,1314
2020-01-01,금호천년나무1단지앞,175,314
2020-01-01,금호천년나무8단지앞,17,86
2020-01-01,금호화물자동차공영차고지,311,15
2020-01-01,기곡(종점),175,12
2020-01-01,기곡리1,13,1
2020-01-01,기곡리2,37,0
2020-01-01,기업은행대곡지점건너,1040,4018
2020-01-01,기업은행대곡지점앞,25492,833
2020-01-01,기업은행죽전동지점건너,5911,844
2020-01-01,기업은행죽전동지점앞,2012,928
2020-01-01,김흥1리건너,17,1
2020-01-01,김흥1리앞,45,10
2020-01-01,김흥2리건너,1,2
2020-01-01,김흥2리앞,8,0
2020-01-01,김흥리마을입구,86,1
2020-01-01,나불지건너,451,90
2020-01-01,나불지앞,580,551
2020-01-01,남구종합스포츠타운건너,418,208
2020-01-01,남구종합스포츠타운앞,2367,237
2020-01-01,남구청건너1,958,78
2020-01-01,남구청건너2,5567,7264
2020-01-01,남구청네거리1,6165,1869
2020-01-01,남구청네거리2,797,240
2020-01-01,남구청앞,257,658
2020-01-01,남대구IC1,14356,1011
2020-01-01,남대구IC2,5739,837
2020-01-01,남도버스1,2037,40
2020-01-01,남도버스2,1636,540
2020-01-01,남명삼거리1,2573,275
2020-01-01,남명삼거리2,1214,444
2020-01-01,남문시장건너1,91,39
2020-01-01,남문시장건너2,10274,16059
2020-01-01,남문시장앞,19828,11775
2020-01-01,남문아파트앞,48,34
2020-01-01,남부경찰서앞,8803,5458
2020-01-01,남부교육지원청건너,4995,974
2020-01-01,남부교육지원청앞,3754,1420
2020-01-01,남부도서관앞,1106,813
2020-01-01,남부자동차종합시장건너,2710,931
2020-01-01,남부자동차종합시장앞,1235,252
2020-01-01,남부초등학교건너,1181,56
2020-01-01,남부초등학교앞,370,330
2020-01-01,남부초등학교앞2,3653,998
2020-01-01,남산2동주민센터건너,117,65
2020-01-01,남산2동주민센터앞,283,48
2020-01-01,남산고등학교건너,248,109
2020-01-01,남산고등학교앞,294,171
2020-01-01,남산역(프린스호텔건너),11198,2853
2020-01-01,남산역건너(프린스호텔앞),17501,6976
2020-01-01,남산초등학교건너,11061,1905
2020-01-01,남산초등학교앞,8170,6314
2020-01-01,남해오네뜨2차앞,1199,27
2020-01-01,내곡동마을회관,8,1
2020-01-01,내당1동우체국건너,2106,390
2020-01-01,내당1동우체국앞,2194,471
2020-01-01,내당광명아파트,3504,1907
2020-01-01,내당삼익맨션건너,17746,5717
2020-01-01,내당삼익맨션앞,10656,12967
2020-01-01,내당코오롱아파트건너,7342,11092
2020-01-01,내당코오롱아파트앞,5086,1158
2020-01-01,내동,482,39
2020-01-01,내동건너,25,102
2020-01-01,내리1,6,9
2020-01-01,내리2,3,0
2020-01-01,내일교회건너,197,46
2020-01-01,내일교회앞,605,76
2020-01-01,냉천2리,44,5
2020-01-01,냉천리1,1202,84
2020-01-01,냉천리2,22,221
2020-01-01,노곡교(하중도)1,494,212
2020-01-01,노곡교(하중도)2,562,35
2020-01-01,노곡동,3723,18
2020-01-01,노변중학교,1201,126
2020-01-01,노변중학교건너,1452,198
2020-01-01,노변청구타운건너,377,190
2020-01-01,노변청구타운앞,570,94
2020-01-01,노원119안전센터건너,4202,3811
2020-01-01,노원119안전센터앞,2295,509
2020-01-01,노원네거리(대구은행건너),428,174
2020-01-01,노원네거리(대구은행앞),3331,251
2020-01-01,노원네거리1(오봉새마을금고앞),3471,662
2020-01-01,노원네거리2(오봉새마을금고건너),6168,472
2020-01-01,노원네거리3(기업은행),3939,155
2020-01-01,노원네거리4(기업은행),376,461
2020-01-01,노원동화타운건너,371,321
2020-01-01,노원동화타운앞,2053,802
2020-01-01,노이3리1,68,4
2020-01-01,노이3리2,0,8
2020-01-01,녹동서원건너,111,0
2020-01-01,녹동서원앞,1,4
2020-01-01,녹원맨션1,2871,619
2020-01-01,녹원맨션2,4527,652
2020-01-01,논공삼거리1,1228,15
2020-01-01,논공삼거리2,292,627
2020-01-01,논공읍사무소,1295,181
2020-01-01,논공읍사무소건너1,1898,548
2020-01-01,논공읍사무소건너2,53,77
2020-01-01,농산물도매시장건너,1335,138
2020-01-01,농산물도매시장앞,2238,252
2020-01-01,농수산물도매시장건너,1968,659
2020-01-01,농수산물도매시장앞,6360,4808
2020-01-01,농촌진흥원입구,56,46
2020-01-01,농협동촌지점,284,163
2020-01-01,농협방촌지점,1554,116
2020-01-01,농협중앙회건너,15299,8092
2020-01-01,농협중앙회앞,16865,20080
2020-01-01,농협중앙회중동지점건너,916,58
2020-01-01,농협중앙회중동지점앞,31,228
2020-01-01,능성동(종점)1,15,0
2020-01-01,능성동(종점)2,264,28
2020-01-01,능성동예비군훈련장,0,13
2020-01-01,능성동예비군훈련장건너,2,0
2020-01-01,능성동입구건너,703,12
2020-01-01,능성동입구앞,4,60
2020-01-01,다리골,16,0
2020-01-01,다사고등학교건너,4546,5007
2020-01-01,다사고등학교앞,574,2663
2020-01-01,다사농협세천지점건너,3471,700
2020-01-01,다사농협세천지점앞,2447,263
2020-01-01,다사농협주유소건너,81,1259
2020-01-01,다사농협주유소앞,6801,507
2020-01-01,다사역(3번출구),1,36
2020-01-01,다사읍사무소서재출장소건너,1941,27
2020-01-01,다사읍사무소서재출장소앞,383,385
2020-01-01,다사읍행정복지센터건너,7651,589
2020-01-01,다사읍행정복지센터앞,107,189
2020-01-01,다사주공아파트건너,110,0
2020-01-01,다사주공아파트앞,0,120
2020-01-01,다사체육공원건너,3,0
2020-01-01,다사체육공원앞,8,0
2020-01-01,다사초등학교건너,39,2
2020-01-01,다사초등학교앞,0,41
2020-01-01,단산리(종점),611,3
2020-01-01,단산리입구,157,0
2020-01-01,달구벌종합복지관건너,1201,250
2020-01-01,달구벌종합복지관앞,706,178
2020-01-01,달서공고건너,91,174
2020-01-01,달서공고앞,6,35
2020-01-01,달서교회건너,17783,4915
2020-01-01,달서교회앞,17040,8150
2020-01-01,달서구새마을회건너,4810,132
2020-01-01,달서구새마을회앞,13,375
2020-01-01,달서구청건너,13199,2853
2020-01-01,달서구청앞,6851,3773
2020-01-01,달서구치매안심센터건너,2200,601
2020-01-01,달서구치매안심센터앞,1958,1140
2020-01-01,달서별빛캠핑장건너,151,20
2020-01-01,달서별빛캠핑장앞,32,11
2020-01-01,달서자동차검사소건너,132,1527
2020-01-01,달서자동차검사소앞,41,114
2020-01-01,달서종합시장건너,1744,228
2020-01-01,달서종합시장앞,600,324
2020-01-01,달서중고등학교건너,106,0
2020-01-01,달서천하수종말처리장건너,81,9
2020-01-01,달서천하수종말처리장앞,0,4
2020-01-01,달서초교,2266,186
2020-01-01,달성2차산업단지출장소건너,261,92
2020-01-01,달성2차산업단지출장소앞,44,8
2020-01-01,달성경찰서,1302,349
2020-01-01,달성공원건너,9623,1798
2020-01-01,달성공원앞,9280,8363
2020-01-01,달성교육지원청-대구예아람학교건너,2799,687
2020-01-01,달성교육지원청-대구예아람학교앞,7120,777
2020-01-01,달성군민운동장건너,1328,138
2020-01-01,달성군민운동장앞,1299,313
2020-01-01,달성군보건소,1167,97
2020-01-01,달성군선거관리위원회건너,74,83
2020-01-01,달성군선거관리위원회앞,25,850
2020-01-01,달성군청건너,2759,302
2020-01-01,달성군청앞,1184,221
2020-01-01,달성기와건너,117,244
2020-01-01,달성기와앞,628,16
2020-01-01,달성도서관건너,0,2
2020-01-01,달성도서관입구,1,0
2020-01-01,달성문화원앞,1,0
2020-01-01,달성보건너,1631,241
2020-01-01,달성보앞,191,17
2020-01-01,달성산업단지건너,171,81
2020-01-01,달성산업단지관리공단1,3,6
2020-01-01,달성산업단지관리공단2,54,3
2020-01-01,달성소방서건너,22,95
2020-01-01,달성소방서앞,256,233
2020-01-01,달성스포츠파크건너,37,4
2020-01-01,달성스포츠파크앞,1,0
2020-01-01,달성예비군훈련장건너,14,44
2020-01-01,달성예비군훈련장앞,408,96
2020-01-01,달성우체국건너,826,257
2020-01-01,달성우체국앞,2720,169
2020-01-01,달성중학교건너,3716,788
2020-01-01,달성중학교앞,5581,5028
2020-01-01,달성초등학교건너,631,204
2020-01-01,달성초등학교앞,353,122
2020-01-01,달성취수장건너,3,220
2020-01-01,달성취수장앞,12,21
2020-01-01,달성화성파크드림앞,1392,741
2020-01-01,달창저수지,23,0
2020-01-01,달천리(시내방향),210,9
2020-01-01,달천리(시외방향),79,0
2020-01-01,담안마을1,2,39
2020-01-01,담안마을2,237,5
2020-01-01,담티고개1,342,830
2020-01-01,담티고개2,326,897
2020-01-01,당동마을건너,122,2
2020-01-01,당동마을앞,2,42
2020-01-01,당정마을입구,19,6
2020-01-01,당정마을입구건너,68,1
2020-01-01,대1리용흥지건너,265,32
2020-01-01,대1리용흥지앞,21,284
2020-01-01,대건고교-효성여고1,3286,916
2020-01-01,대건고교-효성여고2,2601,643
2020-01-01,대곡강산타운,26508,2353
2020-01-01,대곡강산타운건너,8207,1448
2020-01-01,대곡고등학교건너,1183,2020
2020-01-01,대곡고등학교앞,103,293
2020-01-01,대곡공원건너,1310,251
2020-01-01,대곡공원앞,1830,25
2020-01-01,대곡사계절타운건너,9687,447
2020-01-01,대곡사계절타운앞,4627,2214
2020-01-01,대곡역(1번출구),9779,1682
2020-01-01,대곡역(2번출구),9405,4408
2020-01-01,대곡역(한라하우젠트건너),49571,9042
2020-01-01,대곡역(한라하우젠트앞),6787,4917
2020-01-01,대곡역그린빌,6579,6421
2020-01-01,대곡주공1단지앞,4391,2186
2020-01-01,대곡주공2단지앞,16914,872
2020-01-01,대곡주공5단지건너,971,222
2020-01-01,대곡주공5단지앞,137,456
2020-01-01,대곡주공6단지앞,4570,618
2020-01-01,대곡주공7단지앞,12201,1805
2020-01-01,대곡주공8단지건너,4178,406
2020-01-01,대곡주공8단지앞,15654,1528
2020-01-01,대곡중학교건너,14,337
2020-01-01,대곡중학교앞,1090,24
2020-01-01,대곡청구아파트건너,2,146
2020-01-01,대곡파출소1,16,664
2020-01-01,대곡파출소2,100,26
2020-01-01,대공원역(1번출구),3904,3163
2020-01-01,대공원역(5번출구),6041,729
2020-01-01,대구가톨릭대학병원건너,19880,3093
2020-01-01,대구가톨릭대학병원앞,18877,2577
2020-01-01,대구경북지방병무청,799,1404
2020-01-01,대구경찰청,2656,715
2020-01-01,대구경찰청건너,452,1366
2020-01-01,대구고등학교건너,22852,9353
2020-01-01,대구고등학교앞,8876,4501
2020-01-01,대구고용노동청건너,7939,1120
2020-01-01,대구고용노동청앞,2198,723
2020-01-01,대구공업대학1,10842,3020
2020-01-01,대구공업대학2,5323,3430
2020-01-01,대구공업대학건너,6448,3139
2020-01-01,대구공업대학앞,5788,1728
2020-01-01,대구과학고등학교건너,4407,4670
2020-01-01,대구과학고등학교앞,8230,697
2020-01-01,대구과학기술고등학교건너,10360,6367
2020-01-01,대구과학기술고등학교앞,21458,1390
2020-01-01,대구과학대학교1,15294,7130
2020-01-01,대구과학대학교2,38528,3371
2020-01-01,대구과학대학교건너,1625,399
2020-01-01,대구과학대학교앞,1236,400
2020-01-01,대구광역시교육연수원건너,12638,1175
2020-01-01,대구광역시교육연수원앞,6306,5175
2020-01-01,대구광역시청건너,1307,2599
2020-01-01,대구광역시청앞,1932,285
2020-01-01,대구교도소건너,5218,4036
2020-01-01,대구교도소앞,7012,674
2020-01-01,대구교육대건너,9730,6002
2020-01-01,대구교육대앞,15135,3408
2020-01-01,대구교통방송건너,4681,5970
2020-01-01,대구교통방송앞,15790,1743
